Date,Time,Open,High,Low,Close,Volume
20080428,00:00:00,16.814,17.119,16.643,16.870,9775
20080429,00:00:00,16.920,17.055,16.263,16.514,9837
20080430,00:00:00,16.537,16.878,16.206,16.788,10275
20080501,00:00:00,16.752,17.025,15.835,16.233,10219
20080502,00:00:00,16.133,16.514,15.932,16.273,9087
20080504,00:00:00,16.351,16.485,16.239,16.352,689
20080505,00:00:00,16.362,16.807,16.337,16.599,8512
20080506,00:00:00,16.651,16.990,16.468,16.838,8920
20080507,00:00:00,16.828,16.915,16.310,16.506,9034
20080508,00:00:00,16.472,16.919,16.293,16.815,9710
20080509,00:00:00,16.771,17.063,16.318,16.703,8554
20080511,00:00:00,16.678,16.920,16.626,16.837,684
20080512,00:00:00,16.828,17.294,16.503,17.151,9396
20080513,00:00:00,17.165,17.238,16.398,16.682,9714
20080514,00:00:00,16.602,16.872,16.319,16.499,9747
20080515,00:00:00,16.430,16.957,16.327,16.688,9632
20080516,00:00:00,16.698,17.039,16.530,16.849,8865
20080518,00:00:00,16.838,17.046,16.776,16.964,508
20080519,00:00:00,16.965,17.239,16.655,16.860,8700
20080520,00:00:00,16.927,17.710,16.754,17.602,9747
20080521,00:00:00,17.507,18.072,17.409,17.938,9435
20080522,00:00:00,17.909,18.174,17.586,17.898,8942
20080523,00:00:00,17.883,18.264,17.636,18.094,9324
20080525,00:00:00,18.026,18.297,17.997,18.142,682
20080526,00:00:00,18.193,18.329,17.963,18.269,8046
20080527,00:00:00,18.195,18.334,17.192,17.430,9493
20080528,00:00:00,17.410,17.626,16.908,17.348,9626
20080529,00:00:00,17.370,17.548,16.309,16.577,9582
20080530,00:00:00,16.629,16.909,16.250,16.691,9168
20080601,00:00:00,16.814,16.894,16.660,16.788,469
20080602,00:00:00,16.774,17.011,16.451,16.770,9280
20080603,00:00:00,16.736,16.967,16.335,16.715,9245
20080604,00:00:00,16.752,16.918,16.420,16.730,9545
20080605,00:00:00,16.725,17.179,16.294,17.036,9367
20080606,00:00:00,17.081,17.604,16.888,17.458,9196
20080608,00:00:00,17.464,17.571,17.295,17.510,643
20080609,00:00:00,17.549,17.616,16.883,17.088,10309
20080610,00:00:00,17.030,17.196,16.375,16.582,10222
20080611,00:00:00,16.645,16.928,16.338,16.829,9735
20080612,00:00:00,16.762,16.868,16.094,16.438,10018
20080613,00:00:00,16.418,16.641,16.113,16.505,9382
20080615,00:00:00,16.504,16.620,16.355,16.497,765
20080616,00:00:00,16.491,17.408,16.224,17.117,9615
20080617,00:00:00,17.095,17.399,16.723,17.029,10106
20080618,00:00:00,16.995,17.454,16.806,17.303,9936
20080619,00:00:00,17.299,17.681,16.996,17.284,10073
20080620,00:00:00,17.285,17.596,17.110,17.270,9208
20080622,00:00:00,17.196,17.434,17.156,17.393,890
20080623,00:00:00,17.359,17.523,16.417,16.781,9825
20080624,00:00:00,16.741,16.936,16.439,16.624,10121
20080625,00:00:00,16.549,16.831,16.361,16.677,10519
20080626,00:00:00,16.689,17.419,16.521,17.069,10664
20080627,00:00:00,17.129,17.659,16.967,17.436,9407
20080629,00:00:00,17.364,17.606,16.987,17.502,955
20080630,00:00:00,17.490,17.847,17.055,17.286,10165
20080701,00:00:00,17.248,18.209,17.165,17.967,10204
20080702,00:00:00,17.984,18.389,17.735,18.203,10492
20080703,00:00:00,18.189,18.447,17.824,18.088,10117
20080704,00:00:00,18.061,18.291,17.799,17.960,7847
20080706,00:00:00,17.914,18.125,17.835,17.967,952
20080707,00:00:00,17.980,18.081,17.398,17.791,10928
20080708,00:00:00,17.694,17.976,17.310,17.621,10606
20080709,00:00:00,17.681,18.149,17.532,18.071,10214
20080710,00:00:00,18.050,18.340,17.863,18.194,10354
20080711,00:00:00,18.142,18.854,18.081,18.679,9804
20080713,00:00:00,18.666,18.897,18.577,18.706,966
20080714,00:00:00,18.699,19.198,18.385,19.042,10767
20080715,00:00:00,18.999,19.437,18.464,18.769,10606
20080716,00:00:00,18.815,19.087,18.472,18.637,10579
20080717,00:00:00,18.689,19.116,18.154,18.453,10865
20080718,00:00:00,18.479,18.638,17.888,18.007,9566
20080720,00:00:00,17.974,18.237,17.950,18.070,958
20080721,00:00:00,18.150,18.482,18.000,18.255,10600
20080722,00:00:00,18.330,18.684,17.703,17.890,10488
20080723,00:00:00,17.886,18.023,17.119,17.360,10984
20080724,00:00:00,17.349,17.641,16.948,17.348,11267
20080725,00:00:00,17.402,17.636,16.897,17.346,9574
20080727,00:00:00,17.234,17.416,17.168,17.304,821
20080728,00:00:00,17.362,17.613,17.096,17.532,10314
20080729,00:00:00,17.464,17.663,16.931,17.256,10254
20080730,00:00:00,17.288,17.609,16.659,17.453,10521
20080731,00:00:00,17.462,17.886,17.230,17.595,10271
20080801,00:00:00,17.651,17.751,17.141,17.378,9475
20080803,00:00:00,17.306,17.544,17.262,17.432,830
20080804,00:00:00,17.435,17.656,16.696,16.823,10894
20080805,00:00:00,16.857,16.982,16.224,16.391,11251
20080806,00:00:00,16.400,16.751,16.261,16.428,10860
20080807,00:00:00,16.469,16.710,15.901,16.130,11159
20080808,00:00:00,16.116,16.184,15.071,15.303,10580
20080810,00:00:00,15.124,15.435,15.088,15.299,1101
20080811,00:00:00,15.261,15.457,14.396,14.523,11304
20080812,00:00:00,14.529,14.821,13.859,14.403,11775
20080813,00:00:00,14.461,14.964,14.207,14.804,11440
20080814,00:00:00,14.846,15.113,13.368,13.480,11456
20080815,00:00:00,13.542,13.626,12.188,12.580,11220
20080817,00:00:00,12.554,13.142,12.519,12.895,1150
20080818,00:00:00,12.961,13.329,12.527,13.023,11510
20080819,00:00:00,12.997,13.387,12.309,13.239,11492
20080820,00:00:00,13.296,13.450,12.660,13.181,11253
20080821,00:00:00,13.175,13.870,13.026,13.756,11124
20080822,00:00:00,13.724,13.965,13.108,13.276,10219
20080824,00:00:00,13.196,13.398,13.097,13.216,1028
20080825,00:00:00,13.311,13.553,12.969,13.372,11247
20080826,00:00:00,13.388,13.742,12.845,13.468,11285
20080827,00:00:00,13.551,13.846,13.244,13.355,10982
20080828,00:00:00,13.511,13.992,13.327,13.567,11098
20080829,00:00:00,13.681,13.888,13.376,13.509,9786
20080831,00:00:00,13.444,13.824,13.418,13.612,963
20080901,00:00:00,13.719,13.784,13.173,13.232,10085
20080902,00:00:00,13.375,13.441,12.328,13.037,11672
20080903,00:00:00,13.037,13.125,12.404,12.875,11253
20080904,00:00:00,12.941,13.198,12.423,12.505,11802
20080905,00:00:00,12.599,13.067,11.958,12.139,10469
20080907,00:00:00,12.084,12.622,12.032,12.446,1253
20080908,00:00:00,12.431,12.748,11.741,12.035,11808
20080909,00:00:00,12.024,12.181,10.920,11.083,11968
20080910,00:00:00,10.972,11.573,10.439,10.537,12280
20080911,00:00:00,10.503,10.937,10.125,10.634,11726
20080912,00:00:00,10.607,10.925,10.402,10.761,10545
20080914,00:00:00,10.706,11.125,10.671,10.934,1093
20080915,00:00:00,11.021,11.191,10.276,10.899,11753
20080916,00:00:00,10.921,11.208,10.192,10.547,11981
20080917,00:00:00,10.547,12.171,10.372,11.977,12066
20080918,00:00:00,12.080,12.935,11.491,11.892,12478
20080919,00:00:00,12.005,12.584,11.585,12.488,10898
20080921,00:00:00,12.414,12.787,12.396,12.609,1112
20080922,00:00:00,12.632,13.574,12.270,13.395,11979
20080923,00:00:00,13.440,13.670,12.842,13.057,12143
20080924,00:00:00,13.166,13.595,12.886,13.218,11644
20080925,00:00:00,13.205,13.736,12.908,13.285,11184
20080926,00:00:00,13.316,13.583,12.866,13.184,10396
20080928,00:00:00,13.254,13.384,12.919,13.135,1184
20080929,00:00:00,13.041,13.317,12.528,13.063,11835
20080930,00:00:00,12.911,13.167,11.588,11.830,11724
20081001,00:00:00,11.791,12.924,11.779,12.325,11356
20081002,00:00:00,12.312,12.496,10.584,10.777,11777
20081003,00:00:00,10.774,11.636,10.651,11.029,10926
20081005,00:00:00,10.966,11.303,10.914,11.185,1005
20081006,00:00:00,11.144,11.444,10.696,10.987,11981
20081007,00:00:00,11.107,11.802,10.901,11.608,11335
20081008,00:00:00,11.465,12.031,11.216,11.687,11583
20081009,00:00:00,11.785,12.263,11.333,12.158,11597
20081010,00:00:00,12.130,12.338,9.252,9.922,11171
20081012,00:00:00,10.004,10.304,9.897,10.189,1127
20081013,00:00:00,10.072,10.996,10.051,10.894,11666
20081014,00:00:00,10.839,11.122,10.489,11.034,11418
20081015,00:00:00,11.013,11.077,9.879,10.128,11554
20081016,00:00:00,10.059,10.277,9.121,9.601,11527
20081017,00:00:00,9.586,9.903,8.959,9.207,10151
20081019,00:00:00,9.234,9.591,9.220,9.371,933
20081020,00:00:00,9.383,9.959,9.322,9.804,11546
20081021,00:00:00,9.751,10.200,9.436,9.974,11221
20081022,00:00:00,10.011,10.155,9.216,9.477,11172
20081023,00:00:00,9.370,9.870,9.073,9.700,11431
20081024,00:00:00,9.594,9.752,8.541,9.261,10445
20081026,00:00:00,9.276,9.483,9.174,9.386,1115
20081027,00:00:00,9.417,9.535,8.585,9.062,11248
20081028,00:00:00,8.971,9.415,8.316,9.353,11937
20081029,00:00:00,9.406,10.099,8.858,9.728,11960
20081030,00:00:00,9.739,10.575,9.408,9.630,11631
20081031,00:00:00,9.623,9.926,9.048,9.709,11106
20081102,00:00:00,9.727,9.857,9.545,9.718,646
20081103,00:00:00,9.745,10.247,9.527,9.690,12037
20081104,00:00:00,9.666,10.517,9.530,10.130,11846
20081105,00:00:00,10.131,10.567,9.888,10.177,11911
20081106,00:00:00,10.214,10.767,9.763,10.002,11835
20081107,00:00:00,9.940,10.297,9.719,9.997,11083
20081109,00:00:00,9.854,10.241,9.777,10.058,574
20081110,00:00:00,10.112,10.515,9.943,10.051,11259
20081111,00:00:00,10.084,10.279,9.432,9.723,11327
20081112,00:00:00,9.674,9.894,9.071,9.257,11150
20081113,00:00:00,9.154,9.507,8.625,9.319,11565
20081114,00:00:00,9.223,9.678,9.018,9.382,10714
20081116,00:00:00,9.371,9.521,9.255,9.358,477
20081117,00:00:00,9.422,9.710,9.061,9.188,10986
20081118,00:00:00,9.274,9.744,9.010,9.506,11114
20081119,00:00:00,9.556,9.839,9.032,9.165,10700
20081120,00:00:00,9.189,9.429,8.662,8.922,10619
20081121,00:00:00,8.919,9.688,8.739,9.613,10450
20081123,00:00:00,9.534,9.698,9.434,9.614,561
20081124,00:00:00,9.652,10.664,9.273,10.424,11202
20081125,00:00:00,10.465,10.534,9.902,10.263,10892
20081126,00:00:00,10.272,10.445,9.984,10.189,10387
20081127,00:00:00,10.184,10.390,10.024,10.237,7232
20081128,00:00:00,10.279,10.353,9.940,10.207,8609
20081130,00:00:00,10.174,10.320,10.070,10.215,481
20081201,00:00:00,10.145,10.336,9.004,9.223,10717
20081202,00:00:00,9.194,9.692,9.016,9.487,10887
20081203,00:00:00,9.436,9.723,9.156,9.612,10585
20081204,00:00:00,9.599,9.746,9.173,9.397,10586
20081205,00:00:00,9.373,9.620,8.984,9.346,9828
20081207,00:00:00,9.361,9.556,9.282,9.390,485
20081208,00:00:00,9.439,10.348,9.335,9.879,10739
20081209,00:00:00,9.906,10.084,9.526,9.677,10127
20081210,00:00:00,9.787,10.287,9.661,10.034,10251
20081211,00:00:00,10.126,10.527,9.974,10.245,10137
20081212,00:00:00,10.315,10.361,9.845,10.213,9867
20081214,00:00:00,10.182,10.430,10.046,10.306,547
20081215,00:00:00,10.296,10.729,10.095,10.653,10487
20081216,00:00:00,10.569,11.409,10.294,11.188,10873
20081217,00:00:00,11.301,11.559,10.724,11.200,10897
20081218,00:00:00,11.274,11.492,10.721,10.948,10519
20081219,00:00:00,10.942,11.072,10.401,10.773,10164
20081221,00:00:00,10.780,10.921,10.629,10.721,232
20081222,00:00:00,10.715,11.080,10.575,10.739,9829
20081223,00:00:00,10.775,10.888,9.994,10.268,10302
20081224,00:00:00,10.157,10.441,10.043,10.345,9152
20081225,00:00:00,10.151,10.449,10.068,10.105,3225
20081226,00:00:00,10.170,10.770,10.080,10.553,8306
20081228,00:00:00,10.553,10.786,10.489,10.615,554
20081229,00:00:00,10.655,11.232,10.569,10.750,11093
20081230,00:00:00,10.814,11.116,10.520,10.973,10334
20081231,00:00:00,10.935,11.405,10.578,11.311,9647
20090101,00:00:00,11.325,11.416,11.114,11.332,3354
20090102,00:00:00,11.366,11.590,10.859,11.528,10023
20090104,00:00:00,11.434,11.736,11.358,11.631,556
20090105,00:00:00,11.658,11.707,10.419,11.147,11201
20090106,00:00:00,11.154,11.540,10.618,11.341,11174
20090107,00:00:00,11.335,11.572,10.726,10.865,11427
20090108,00:00:00,10.905,11.276,10.644,11.067,10703
20090109,00:00:00,11.037,11.552,10.802,11.205,9965
20090111,00:00:00,11.154,11.322,11.021,11.179,554
20090112,00:00:00,11.193,11.280,10.368,10.574,10849
20090113,00:00:00,10.601,10.815,10.295,10.699,10569
20090114,00:00:00,10.707,10.893,10.179,10.588,10460
20090115,00:00:00,10.608,10.692,10.174,10.572,10561
20090116,00:00:00,10.576,11.305,10.408,11.180,9913
20090118,00:00:00,11.122,11.323,11.054,11.225,473
20090119,00:00:00,11.244,11.292,10.872,11.130,9025
20090120,00:00:00,11.114,11.379,10.759,11.111,11433
20090121,00:00:00,11.112,11.503,10.911,11.246,11332
20090122,00:00:00,11.259,11.502,11.039,11.351,10908
20090123,00:00:00,11.334,12.088,11.108,11.920,10513
20090125,00:00:00,11.952,11.961,11.681,11.910,479
20090126,00:00:00,11.779,12.273,11.669,12.010,10303
20090127,00:00:00,12.041,12.204,11.716,12.031,10830
20090128,00:00:00,12.030,12.167,11.672,11.896,11228
20090129,00:00:00,11.907,12.383,11.496,12.265,10962
20090130,00:00:00,12.280,12.679,12.054,12.593,10562
20090201,00:00:00,12.623,12.670,12.430,12.561,432
20090202,00:00:00,12.564,12.677,12.067,12.339,11096
20090203,00:00:00,12.318,12.496,12.031,12.371,11273
20090204,00:00:00,12.321,12.620,12.146,12.468,11078
20090205,00:00:00,12.471,12.920,12.152,12.697,11031
20090206,00:00:00,12.761,13.189,12.598,13.085,10257
20090208,00:00:00,13.035,13.114,12.879,12.915,585
20090209,00:00:00,13.048,13.117,12.628,12.794,11105
20090210,00:00:00,12.787,13.238,12.590,13.099,10900
20090211,00:00:00,12.965,13.675,12.944,13.504,10463
20090212,00:00:00,13.425,13.737,13.139,13.444,10878
20090213,00:00:00,13.381,13.710,13.101,13.632,9949
20090215,00:00:00,13.613,13.674,13.395,13.604,609
20090216,00:00:00,13.581,13.736,13.319,13.488,10280
20090217,00:00:00,13.546,14.174,13.385,14.038,11720
20090218,00:00:00,14.104,14.398,13.824,14.265,11856
20090219,00:00:00,14.326,14.403,13.712,14.076,11886
20090220,00:00:00,14.027,14.602,13.792,14.386,11120
20090222,00:00:00,14.293,14.465,14.198,14.408,572
20090223,00:00:00,14.418,14.635,13.964,14.357,11449
20090224,00:00:00,14.368,14.572,13.538,13.671,11711
20090225,00:00:00,13.700,14.132,13.416,13.684,11988
20090226,00:00:00,13.685,13.778,12.757,13.035,11624
20090227,00:00:00,13.014,13.404,12.732,13.070,11405
20090301,00:00:00,12.963,13.190,12.907,13.037,603
20090302,00:00:00,13.146,13.397,12.603,12.900,11847
20090303,00:00:00,12.818,12.952,12.284,12.737,11811
20090304,00:00:00,12.733,13.119,12.513,12.977,11809
20090305,00:00:00,12.990,13.327,12.732,13.197,11851
20090306,00:00:00,13.244,13.522,13.082,13.313,11020
20090308,00:00:00,13.201,13.356,13.056,13.276,971
20090309,00:00:00,13.258,13.413,12.640,12.963,11552
20090310,00:00:00,12.956,13.009,12.313,12.533,11637
20090311,00:00:00,12.582,12.888,12.346,12.781,11158
20090312,00:00:00,12.687,13.065,12.506,12.887,11327
20090313,00:00:00,12.792,13.270,12.729,13.111,10415
20090315,00:00:00,13.051,13.205,12.752,12.952,1044
20090316,00:00:00,12.931,13.206,12.629,13.045,12012
20090317,00:00:00,12.878,13.203,12.484,12.684,12204
20090318,00:00:00,12.713,12.967,11.789,12.861,12041
20090319,00:00:00,12.835,13.644,12.488,13.458,12055
20090320,00:00:00,13.503,13.832,13.245,13.661,10544
20090322,00:00:00,13.685,13.829,13.537,13.722,971
20090323,00:00:00,13.718,13.919,13.440,13.681,11370
20090324,00:00:00,13.699,13.776,13.121,13.339,11439
20090325,00:00:00,13.421,13.556,12.880,13.456,11191
20090326,00:00:00,13.494,13.754,13.210,13.511,10721
20090327,00:00:00,13.503,13.600,12.923,13.153,9914
20090329,00:00:00,13.136,13.374,13.050,13.212,996
20090330,00:00:00,13.274,13.376,12.780,13.046,11023
20090331,00:00:00,13.029,13.247,12.493,12.858,11118
20090401,00:00:00,12.905,13.135,12.653,13.006,10422
20090402,00:00:00,12.992,13.125,12.440,12.915,10751
20090403,00:00:00,12.977,13.001,12.514,12.771,10145
20090405,00:00:00,12.576,12.799,12.453,12.644,941
20090406,00:00:00,12.631,12.669,11.913,12.116,11428
20090407,00:00:00,12.112,12.351,11.890,12.281,10243
20090408,00:00:00,12.261,12.448,12.024,12.259,10359
20090409,00:00:00,12.206,12.439,11.972,12.271,9648
20090410,00:00:00,12.284,12.392,12.125,12.324,2634
20090412,00:00:00,12.285,12.436,12.162,12.391,681
20090413,00:00:00,12.391,12.845,12.188,12.759,10256
20090414,00:00:00,12.757,12.824,12.380,12.674,10298
20090415,00:00:00,12.605,12.930,12.480,12.676,10344
20090416,00:00:00,12.679,12.823,11.982,12.201,11056
